name,message,keywords,external_id,title,description,issue_type,issueID,paths,commitID,issueType,BugFix,Refactoring,Test,Feature,Documentation,Maintainance,Other,Refactoring_2,Refactoring_1_2
ant-ivy,IMPROVEMENT: Ability to strip revConstraint attribute from delivered Ivy files (IVY-989)ssgit-svn-id: https://svn.apache.org/repos/asf/ant/ivy/core/trunk@744568 13f79535-47bb-0310-9956-ffa450edef68s,IVY-989,IVY-989,Ability to strip revConstraint attribute from delivered Ivy files,When a dynamic revision is used for dependenciess the delivered Ivy file will contain a revConstraint attribute in order to preserve what the original revision was set to. This is useful for rebuilding a project in order to pick up a more up to date release that satisfies the original dynamic range and for reporting purposes.ssThis works well for ranges but in some environments where a custom version matcher is useds the value of the revConstraint may not make sense in a delivered Ivy file that is to be placed into an enterprise repository. For such use-cases it would be good to have a way to disable the revConstraint for being written out into the delivered Ivy file.,Improvement,58c8dbbd1cf3f06cf1591669,src/java/org/apache/ivy/plugins/parser/xml/UpdateOptions.java||src/java/org/apache/ivy/core/deliver/DeliverEngine.java||src/java/org/apache/ivy/core/deliver/DeliverOptions.java||CHANGES.txt||src/java/org/apache/ivy/plugins/parser/xml/XmlModuleDescriptorUpdater.java||test/java/org/apache/ivy/ant/IvyDeliverTest.java||src/java/org/apache/ivy/ant/IvyDeliver.java||doc/use/deliver.html,58c898dcc03bb43517bca42e,,0,0,1,0,1,0,0,0,0
CommonsMath,Improved efficiency.sssgit-svn-id: https://svn.apache.org/repos/asf/jakarta/commons/proper/math/trunk@141234 13f79535-47bb-0310-9956-ffa450edef68s,,,,,,,src/java/org/apache/commons/math/analysis/SplineInterpolator.java,58bfd7cb3cff546cd1b44f94,,0,0,0,0,1,0,1,0,0
oisafe,Modified keypad layouts to give equal button widths when No. rather thans# is shown when region is set to UK.,,,,,,,Safe/res/layout/keypad.xml||Safe/res/layout-small/keypad.xml,58c89233cba9df19613b5941,,0,0,0,0,0,0,1,0,0
velocity,Path: .sURL: https://svn.apache.org/repos/asf/jakarta/velocitysRepository UUID: 13f79535-47bb-0310-9956-ffa450edef68sRevision: 190555sNode Kind: directorysSchedule: normalsLast Changed Author: wglasssLast Changed Rev: 165256sLast Changed Date: 2005-04-28 20:46:17 -0700 (Thus 28 Apr 2005)ssssgit-svn-id: https://svn.apache.org/repos/asf/jakarta/velocity/core/tags/VEL_1_2_RC1@190558 13f79535-47bb-0310-9956-ffa450edef68s,,,,,,,,58ef7c8f6f74e541c434d9f0,,0,0,0,0,0,0,1,0,0
oisafe,Merge branch 'master' of github.com:openintents/safes,,,,,,,Safe/src/org/openintents/safe/SearchEntry.java||Safe/.gitignore||promotion/description/translations/description-pt-rBR.txt||Safe/src/org/openintents/safe/LogOffActivity.java||Safe/res/values-ko/strings.xml||Safe/src/org/openintents/safe/CategoryList.java||Safe/src/org/openintents/safe/SearchFragment.java||Safe/src/org/openintents/safe/PassView.java||Safe/res/values-sv/strings.xml||Safe/src/org/openintents/safe/PassEdit.java||Safe/res/values-oc/strings.xml||Safe/res/values-sk/strings.xml||Safe/res/values-hi/strings.xml||Safe/res/values-en-rGB/strings.xml||Safe/res/values-tl/strings.xml||Safe/src/org/openintents/safe/dialog/FilenameDialog.java||promotion/description/translations/description-fr.txt||Safe/src/org/openintents/safe/RestoreFirstTime.java||Safe/src/org/openintents/safe/Preferences.java||Safe/res/values-nl/strings.xml||Safe/src/org/openintents/safe/AskPassword.java||Safe/res/values-pt-rBR/strings.xml||Safe/res/values-ar/strings.xml||Safe/res/values-sc/strings.xml||Safe/libs/android-support-v4.jar||promotion/description/translations/description-sv.txt||Safe/src/android/support/v2/os/Build.java||Safe/res/values-be/strings.xml||Safe/res/values-lv/strings.xml||Safe/res/values-el/strings.xml||Safe/AndroidManifest.xml||Safe/.classpath||Safe/res/values-ug/strings.xml||Safe/res/values-cs/strings.xml||promotion/description/translations/description-nl.txt||Safe/res/values-it/strings.xml||Safe/src/org/openintents/safe/dialog/AllowExternalAccessDialog.java||promotion/description/translations/description-de.txt||Safe/res/values-ro/strings.xml||Safe/src/org/openintents/safe/PassGen.java||Safe/res/values-de/strings.xml||Safe/res/values-sd/strings.xml||Safe/res/values-es/strings.xml||Safe/res/layout/search.xml||Safe/src/org/openintents/safe/wrappers/honeycomb/ClipboardManager.java||Safe/res/values-fr/strings.xml||Safe/res/values-zh-rCN/strings.xml||Safe/res/layout/search_fragment.xml||Safe/res/values-ja/strings.xml||Safe/res/values-iw/strings.xml||Safe/res/values-nb/strings.xml||Safe/res/values-bg/strings.xml||Safe/src/org/openintents/safe/dialog/FirstTimeWarningDialog.java||Safe/res/values-ru/strings.xml||Safe/res/values-tr/strings.xml||Safe/res/values-pt/strings.xml||Safe/src/org/openintents/safe/Search.java||Safe/res/values-pl/strings.xml,58c89233cba9df19643b58c5,,0,0,0,0,1,0,1,0,0
Zookeeper,ZOOKEEPER-2315: Change client connect zk service timeout log level from Infosto Warn level (Lin Yiqun via rgs)ssgit-svn-id: https://svn.apache.org/repos/asf/zookeeper/branches/branch-3.4@1713317 13f79535-47bb-0310-9956-ffa450edef68s,ZOOKEEPER-2315,ZOOKEEPER-2315,Change client connect zk service timeout log level from Info to Warn level,Recently my the resourmanager  of my hadoop cluster is fail suddenlysso I look into the rsourcemanager log.But the log is not helpful for me to direct find the reson until I found the zk timeout info log record.s{code}s2015-11-06 06:34:11s257 INFO org.apache.hadoop.yarn.server.resourcemanager.scheduler.SchedulerNode: Assigned container container_1446016482901_292094_01_000140 of capacity <memory:1024s vCores:1> on host mofa2089:41361s which has 30 containerss <memory:31744s vCores:30> used and <memory:9216s vCores:10> available after allocations2015-11-06 06:34:11s266 INFO org.apache.zookeeper.ClientCnxn: Unable to reconnect to ZooKeeper services session 0x24f4fd5118e5c6e has expireds closing socket connections2015-11-06 06:34:11s271 INFO org.apache.hadoop.yarn.server.resourcemanager.rmcontainer.RMContainerImpl: container_1446016482901_292094_01_000105 Container Transitioned from RUNNING to COMPLETEDs2015-11-06 06:34:11s271 INFO org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair.FSAppAttempt: Completed container: container_1446016482901_292094_01_000105 in state: COMPLETED event:FINISHEDs2015-11-06 06:34:11s271 INFO org.apache.hadoop.yarn.server.resourcemanager.RMAuditLogger: USER=dongwei  OPERATION=AM Released Container TARGET=SchedulerApp     RESULT=SUCCESS  APPID=application_1446016482901_292094  CONTAINERID=container_1446016482901_292094_01_000105s2015-11-06 06:34:11s271 INFO org.apache.hadoop.yarn.server.resourcemanager.scheduler.SchedulerNode: Released container container_1446016482901_292094_01_000105 of capacity <memory:1024s vCores:1> on host mofa010079:50991s which currently has 29 containerss <memory:33792s vCores:29> used and <memory:7168s vCores:11> availables release resources=trues2015-11-06 06:34:11s271 INFO org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair.FairScheduler: Application attempt appattempt_1446016482901_292094_000001 released container container_1446016482901_292094_01_000105 on node: host: mofa010079:50991 #containers=29 available=<memory:7168s vCores:11> used=<memory:33792s vCores:29> with event: FINISHEDs2015-11-06 06:34:11s272 INFO org.apache.hadoop.yarn.server.resourcemanager.rmcontainer.RMContainerImpl: container_1446016482901_292094_01_000141 Container Transitioned from NEW to ALLOCATEDs2015-11-06 06:34:11s272 INFO org.apache.hadoop.yarn.server.resourcemanager.RMAuditLogger: USER=dongwei  OPERATION=AM Allocated Container        TARGET=SchedulerApp     RESULT=SUCCESS  APPID=application_1446016482901_292094  CONTAINERID=container_1446016482901_292094_01_000141s2015-11-06 06:34:11s272 INFO org.apache.hadoop.yarn.server.resourcemanager.scheduler.SchedulerNode: Assigned container container_1446016482901_292094_01_000141 of capacity <memory:1024s vCores:1> on host mofa010079:50991s which has 30 containerss <memory:34816s vCores:30> used and <memory:6144s vCores:10> available after allocations2015-11-06 06:34:11s295 WARN org.apache.hadoop.yarn.server.resourcemanager.amlauncher.ApplicationMasterLauncher: org.apache.hadoop.yarn.server.resourcemanager.amlauncher.ApplicationMasterLauncher$LauncherThread interrupted. Returning.s2015-11-06 06:34:11s296 INFO org.apache.hadoop.ipc.Server: Stopping server on 8032s2015-11-06 06:34:11s297 INFO org.apache.hadoop.ipc.Server: Stopping IPC Server Responders2015-11-06 06:34:11s297 INFO org.apache.hadoop.ipc.Server: Stopping server on 8030s2015-11-06 06:34:11s297 INFO org.apache.hadoop.ipc.Server: Stopping IPC Server listener on 8032s2015-11-06 06:34:11s298 INFO org.apache.hadoop.ipc.Server: Stopping IPC Server Responders2015-11-06 06:34:11s298 INFO org.apache.hadoop.ipc.Server: Stopping server on 8031s2015-11-06 06:34:11s298 INFO org.apache.hadoop.ipc.Server: Stopping IPC Server listener on 8030s2015-11-06 06:34:11s300 INFO org.apache.hadoop.ipc.Server: Stopping IPC Server listener on 80312015-11-06 06:34:11s300 INFO org.apache.hadoop.ipc.Server: Stopping IPC Server Responders{code}sThe problem is solvedsbut it's too difficult to find the connect zk service time out info from so many info log records.And we will easily to ignore these records.So we should chang these zk seesion timeout log level form info level to warn.,Improvement,58bfd2c00ccb2667fe275966,CHANGES.txt||src/java/main/org/apache/zookeeper/ClientCnxn.java,58b938b7f04620b378fcd128,,0,0,0,0,1,0,0,0,0
velocity,make log level configurable via propertiesssgit-svn-id: https://svn.apache.org/repos/asf/jakarta/velocity/core/trunk@325929 13f79535-47bb-0310-9956-ffa450edef68s,,,,,,,src/java/org/apache/velocity/runtime/log/StandardOutLogChute.java,58c9ef3ac8fb892070cbbb2b,,0,0,0,0,0,0,1,0,0
oisafe,Update ServiceNotification to use NotificationCompat.Builder.s,,,,,,,Safe/src/org/openintents/safe/service/ServiceNotification.java||Safe/res/values/strings.xml,58c89233cba9df19673b589b,,0,0,0,0,0,0,1,0,0
velocity,be more consistent with log levels on the notices added in r747236ssgit-svn-id: https://svn.apache.org/repos/asf/velocity/engine/trunk@747238 13f79535-47bb-0310-9956-ffa450edef68s,,,,,,,src/java/org/apache/velocity/runtime/directive/Break.java||src/java/org/apache/velocity/runtime/directive/Foreach.java,58c9ef36c8fb892071cbb91d,,0,0,0,0,0,0,1,0,0
CommonsMath,MATH-451sDeprecation.sssgit-svn-id: https://svn.apache.org/repos/asf/commons/proper/math/branches/MATH_2_X@1042324 13f79535-47bb-0310-9956-ffa450edef68s,MATH-451,MATH-451,"\"solvers\": Make the maximum number of evaluations a parameter of the \"solve\" methods",Currentlys the number of allowed evaluations is set by the {{setMaxEvaluations}} method.sIn the MLs it was proposed to pass that parameter when calling the {{solve}} method. The setter will be removed.sThe existing {{solve}} methods will remains using a default value (100) for the the maximum number of evaluations.s,Improvement,58c119da11e1802cacc2780d,src/main/java/org/apache/commons/math/analysis/solvers/SecantSolver.java||src/main/java/org/apache/commons/math/analysis/solvers/UnivariateRealSolverImpl.java||src/main/java/org/apache/commons/math/analysis/solvers/UnivariateRealSolver.java||src/main/java/org/apache/commons/math/analysis/solvers/NewtonSolver.java||src/main/java/org/apache/commons/math/analysis/solvers/BrentSolver.java||src/main/java/org/apache/commons/math/analysis/solvers/BisectionSolver.java||src/main/java/org/apache/commons/math/analysis/solvers/LaguerreSolver.java||src/main/java/org/apache/commons/math/analysis/solvers/RiddersSolver.java||src/main/java/org/apache/commons/math/analysis/solvers/MullerSolver.java,58bfd7d33cff546ccfb4652b,,0,0,0,0,1,0,1,0,0
ant-ivy,IMPROVEMENT: Ivy terminology elaboration and illustration (IVY-852) (thanks to Sakari Maaranen)ssgit-svn-id: https://svn.apache.org/repos/asf/ant/ivy/core/trunk@673330 13f79535-47bb-0310-9956-ffa450edef68s,IVY-852,IVY-852,Patch: Ivy terminology elaboration and illustration,Much elaborated Ivy terminology page and added an illustration with all the key terminology in one diagram.ssAesthetically the page may not be as pretty as before(?)s but it does contain a lot more information and should be easier to grasp quickly thanks to the diagram.,Improvement,58c8db261cf3f06cf1590fae,doc/images/ivy-terminology.odg||doc/terminology.html||doc/images/ivy-terminology.png,58c898dec03bb43519bca4f9,,0,0,0,0,1,0,0,0,0
log4j,Add return values to exit and throwing. Continue API documentation.ssgit-svn-id: https://svn.apache.org/repos/asf/logging/log4j/branches/BRANCH_2_0_EXPERIMENTAL@1236171 13f79535-47bb-0310-9956-ffa450edef68s,,,,,,,rgoers/log4j2-api/src/main/java/org/apache/logging/log4j/spi/AbstractLogger.java||rgoers/src/site/xdoc/manual/api.xml||rgoers/log4j2-api/src/main/java/org/apache/logging/log4j/Logger.java,58c8ec32a2ce4439283a30b1,,0,0,0,0,1,0,0,0,0
Zookeeper,[ 1844561 ] fast sync between the leader and the follower.ssgit-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@670860 13f79535-47bb-0310-9956-ffa450edef68s,,,,,,,zookeeper/java/src/com/yahoo/zookeeper/server/quorum/FollowerHandler.java||zookeeper/java/src/com/yahoo/zookeeper/ClientCnxn.java||zookeeper/java/src/com/yahoo/zookeeper/server/Request.java||zookeeper/java/src/com/yahoo/zookeeper/server/FinalRequestProcessor.java||zookeeper/java/src/com/yahoo/zookeeper/server/quorum/Follower.java||zookeeper/java/src/com/yahoo/zookeeper/server/ZooLog.java||zookeeper/java/src/com/yahoo/zookeeper/server/SessionTrackerImpl.java||zookeeper/java/src/com/yahoo/zookeeper/server/quorum/FollowerZooKeeperServer.java||zookeeper/java/src/com/yahoo/zookeeper/server/ZooKeeperServer.java||zookeeper/java/src/com/yahoo/zookeeper/server/quorum/Leader.java,58b938bff04620b36efcd454,,0,0,0,0,0,0,1,0,0
Zookeeper,ZOOKEEPER-2149 Logging of client address when socket connection established (Hongchao Deng via michim)sssgit-svn-id: https://svn.apache.org/repos/asf/zookeeper/branches/branch-3.5@1669063 13f79535-47bb-0310-9956-ffa450edef68s,ZOOKEEPER-2149,ZOOKEEPER-2149,Logging of client address when socket connection established,"When a socket connection is establisheds in ZooKeeperServers it would print logs:ss\"Established session 0x$(session) with negotiated timeout $(timeout) for client: $(client_hostport)\"ssHowevers in clients it would only print the server address:s\"Socket connection established to $(server_hostport)s initiating session\"ssIt would be nice to log client local address when socket connection established. Because clients will reconnect and ports is randomly assigned. We can better associate these addresses in this way.",Improvement,58bfd0e20ccb2667fe272c4f,CHANGES.txt||src/java/main/org/apache/zookeeper/ClientCnxn.java,58b938c0f04620b388fcd487,,0,0,0,0,1,0,0,0,0
oisafe,OI Safe: touch up restore and search layoutsssgit-svn-id: https://openintents.googlecode.com/svn/trunk@4081 72b678ce-9140-0410-bee8-679b907dd61as,,,,,,,Safe/src/org/openintents/safe/RestoreFirstTime.java||Safe/res/layout/restore.xml||Safe/res/layout/restore_first_time.xml||Safe/res/layout/search_row.xml||Safe/res/layout/search.xml,58c89233cba9df19683b58a7,,0,0,0,0,0,0,1,0,0
Zookeeper,"ZOOKEEPER-754. numerous misspellings \"succesfully\"ssgit-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/branches/branch-3.3@938710 13f79535-47bb-0310-9956-ffa450edef68s",ZOOKEEPER-754,ZOOKEEPER-754,"numerous misspellings \"succesfully\"","When testing the debian package of zookeeper with the standard tool \"lintian\"s it fills my screen with complains about the misspelling of \"succesfully\" in several places of the zkpython contrib. Please be so kind to correct thiss when you touch the code the next time. Thanks!",Task,58bfcd6e0ccb2667fe26d9a3,CHANGES.txt||src/c/include/zookeeper.h||src/c/src/zookeeper.c||src/contrib/zkpython/src/c/pyzk_docstrings.h,58b938bef04620b39cfcd393,,0,0,0,0,1,0,0,0,0
Zookeeper,fixed applying ZOOKEEPER-42 patch filessgit-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/trunk@681503 13f79535-47bb-0310-9956-ffa450edef68s,ZOOKEEPER-42,ZOOKEEPER-42,Change LE default to Fast TCP,Moved from SourceForge to Apache.shttp://sourceforge.net/tracker/index.php?func=detail&aid=1970356&group_id=209147&atid=1008546,Improvement,58bfcab90ccb2667fe269fc3,src/java/main/org/apache/zookeeper/server/quorum/QuorumPeerConfig.java,58b938bbf04620b3a6fcd283,,0,0,0,0,0,0,1,0,0
CommonsMath,Removed trailing whitespace.ssgit-svn-id: https://svn.apache.org/repos/asf/commons/proper/math/trunk@1136128 13f79535-47bb-0310-9956-ffa450edef68s,,,,,,,src/main/java/org/apache/commons/math/stat/descriptive/rank/Percentile.java,58bfd7b03cff546cd9b43534,,0,0,0,0,1,1,0,0,0
velocity,removed the syncronization stuffsremoved the check to see if the stream is already closed (we know it won't be so don't bother having this extra null check)sssgit-svn-id: https://svn.apache.org/repos/asf/jakarta/velocity/trunk@73557 13f79535-47bb-0310-9956-ffa450edef68s,,,,,,,src/java/org/apache/velocity/io/JspWriter.java||src/java/org/apache/velocity/io/JspWriterImpl.java,58c9ef4cc8fb892076cbd144,,0,0,0,0,1,0,1,0,0
CommonsMath,Maxima scripts to generate reference values for the gamma and logGammasfunctions.sssgit-svn-id: https://svn.apache.org/repos/asf/commons/proper/math/trunk@1401171 13f79535-47bb-0310-9956-ffa450edef68s,,,,,,,src/test/maxima/special/reference/gamma.mac||src/test/maxima/special/reference/logGamma.mac||pom.xml,58bfd7ac3cff546cd9b431bb,,0,0,1,0,0,1,0,0,0
log4j,Using checksyle 3.0sssgit-svn-id: https://svn.apache.org/repos/asf/logging/log4j/trunk@309781 13f79535-47bb-0310-9956-ffa450edef68s,,,,,,,src/sun_checks.xml||build.xml,58c8ec26a2ce44391c3a2159,,0,0,0,0,0,1,1,0,0
velocity,Removing : changing to a more diverse 'interpolation.vm'sPR:sObtained from:sSubmitted by:sReviewed by:sssgit-svn-id: https://svn.apache.org/repos/asf/jakarta/velocity/trunk@73831 13f79535-47bb-0310-9956-ffa450edef68s,,,,,,,test/templates/string-interpolation.vm,58c9ef4bc8fb892078cbc8ec,,0,0,0,0,0,0,1,0,0
oisafe,OI Safe: Fix class path.ssgit-svn-id: https://openintents.googlecode.com/svn/trunk@3748 72b678ce-9140-0410-bee8-679b907dd61as,,,,,,,Safe/project.properties||Safe/.classpath||SafeTest/project.properties,58c89234cba9df19413b599a,,0,0,0,0,0,1,0,0,0
Zookeeper,ZooKeeper 3.4.9-rc1 release.ssgit-svn-id: https://svn.apache.org/repos/asf/zookeeper/tags/release-3.4.9-rc1@1757245 13f79535-47bb-0310-9956-ffa450edef68s,ZOOKEEPER 3,,,,,,,58ef4919dfe6df4df0352922,,0,0,0,0,0,0,1,0,0
oisafe,Merge pull request #1 from chaideos/localBranchssfix issue #516 (from chaideos),,,,,,,Safe/src/org/openintents/safe/AskPassword.java,58c89233cba9df19633b590e,,0,0,0,0,0,0,1,0,0
Zookeeper,ZooKeeper 3.4.4-rc0 release.ssgit-svn-id: https://svn.apache.org/repos/asf/zookeeper/tags/release-3.4.4-rc0@1386504 13f79535-47bb-0310-9956-ffa450edef68s,ZOOKEEPER 3,,,,,,,58b938c0f04620b3a0fcd68a,,0,0,0,0,0,0,1,0,0
log4j,Small testssPR:sObtained from:sSubmitted by:sReviewed by:sssgit-svn-id: https://svn.apache.org/repos/asf/logging/log4j/trunk@309355 13f79535-47bb-0310-9956-ffa450edef68s,,,,,,,build.sh,58c8ec2da2ce4439253a24e9,,0,0,0,0,0,1,0,0,0
oisafe,"Translations: Synchronize with Launchpad. + a lot of manual editing because of small issuess like \"%s\" being wrongs \"fil\" as language code not accepted by Androids and \"?\" at the beginning of the sentence not accepted.ssgit-svn-id: https://openintents.googlecode.com/svn/trunk@4000 72b678ce-9140-0410-bee8-679b907dd61as",,,,,,,promotion/description/translations/description-oc.txt||promotion/description/translations/description-cs.txt||Safe/res/values-he/strings.xml||promotion/description/translations/description-ca.txt||promotion/description/translations/description-ko.txt||promotion/description/translations/description-be.txt||Safe/res/values-ko/strings.xml||Safe/res/values-sk/strings.xml||Safe/res/values-tl/strings.xml||promotion/description/translations/description-hr.txt||promotion/description/translations/description-tr.txt||promotion/description/translations/description-fr.txt||promotion/description/translations/description-tl.txt||promotion/description/translations/description-ro.txt||promotion/description/translations/description-he.txt||Safe/res/values-nl/strings.xml||promotion/description/translations/description-es.txt||Safe/res/values-ar/strings.xml||Safe/res/values-be/strings.xml||promotion/description/translations/description-nb.txt||promotion/description/translations/description-sk.txt||promotion/description/translations/description-ar.txt||promotion/description/translations/description-ja.txt||promotion/description/translations/description-ru.txt||promotion/description/translations/description-it.txt||promotion/description/translations/description-zh-rCN.txt||Safe/res/values-ug/strings.xml||promotion/description/translations/description-ug.txt||Safe/res/values-cs/strings.xml||promotion/description/translations/description-fi.txt||promotion/description/translations/description-hi.txt||promotion/description/translations/description-sd.txt||promotion/description/translations/description-nl.txt||Safe/res/values-it/strings.xml||promotion/description/translations/description-de.txt||promotion/description/translations/description-en.txt||promotion/description/translations/description-pa.txt||Safe/res/values-sd/strings.xml||Safe/res/values-ja/strings.xml||promotion/description/translations/application_names.txt||Safe/res/values-ru/strings.xml||promotion/description/translations/description-da.txt||promotion/description/translations/description-pl.txt||promotion/description/translations/description-bg.txt||Safe/res/values-pl/strings.xml,58c89233cba9df19693b5940,,0,0,0,0,0,0,1,0,0
oisafe,"Readme files: limit length of separator (for display in \"Recent changes\" activity).ssgit-svn-id: https://openintents.googlecode.com/svn/trunk@4096 72b678ce-9140-0410-bee8-679b907dd61as",,,,,,,Safe/readme.txt,58c89234cba9df19623b59f8,,0,0,0,0,1,0,1,0,0
ant-ivy,fix stylessgit-svn-id: https://svn.apache.org/repos/asf/ant/ivy/core/trunk@701026 13f79535-47bb-0310-9956-ffa450edef68s,,,,,,,src/java/org/apache/ivy/plugins/parser/m2/PomModuleDescriptorBuilder.java||src/java/org/apache/ivy/plugins/parser/m2/PomModuleDescriptorParser.java||src/java/org/apache/ivy/util/XMLHelper.java||src/java/org/apache/ivy/plugins/parser/m2/PomReader.java,58c898e1c03bb43525bca63a,,0,0,0,0,0,0,1,0,0
Zookeeper,Moving as part of ZooKeeper TLP changesssgit-svn-id: https://svn.apache.org/repos/asf/zookeeper/tags/release-3.3.1@1038826 13f79535-47bb-0310-9956-ffa450edef68s,,,,,,,,58b938c0f04620b36bfcd35d,,0,0,0,0,0,0,1,0,0
Zookeeper,ZooKeeper 3.2.2-rc0 release.ssgit-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/tags/release-3.2.2-rc0@883558 13f79535-47bb-0310-9956-ffa450edef68s,ZOOKEEPER 3,,,,,,,58ef491bdfe6df4deb35293d,,0,0,0,0,0,0,1,0,0
CommonsMath,Moving to TLPssgit-svn-id: https://svn.apache.org/repos/asf/commons/commons/proper/math/tags/MATH_1_1_RC3@560657 13f79535-47bb-0310-9956-ffa450edef68s,,,,,,,,58ef63fd63465e502023865e,,0,0,0,0,0,0,1,0,0
oisafe,fixed restore_found in values-ru/strings.xmlssReplacement pattern '%1$s' was missing the trailing 's' ,,,,,,,Safe/res/values-ru/strings.xml,58c89233cba9df19683b58a1,,0,0,0,0,0,0,1,0,0
velocity,move velocity to tlpssgit-svn-id: https://svn.apache.org/repos/asf/velocity/engine/branches/VEL_1_3_1_BRANCH@481285 13f79535-47bb-0310-9956-ffa450edef68s,,,,,,,,58c9ef4ec8fb892077cbd808,,0,0,0,0,0,0,1,0,0
log4j,Static binding for UGLIsssgit-svn-id: https://svn.apache.org/repos/asf/logging/log4j/trunk@311266 13f79535-47bb-0310-9956-ffa450edef68s,,,,,,,src/filtered-java/org/apache/ugli/LoggerFactory.java,58c8ec1ca2ce4439283a18ee,,0,0,0,0,1,0,1,0,0
velocity,name says it all...sssgit-svn-id: https://svn.apache.org/repos/asf/jakarta/velocity/trunk@74844 13f79535-47bb-0310-9956-ffa450edef68s,,,,,,,contrib/temporary/struts-velocity/where-to-find-the-example.txt,58c9ef44c8fb892077cbcc0f,,0,0,0,0,0,0,1,0,0
velocity,Added test-inlinevmscope test.sPR:sObtained from:sSubmitted by:sReviewed by:sssgit-svn-id: https://svn.apache.org/repos/asf/jakarta/velocity/trunk@73909 13f79535-47bb-0310-9956-ffa450edef68s,,,,,,,build/build-velocity.xml,58c9ef4bc8fb89206fcbca14,,0,0,0,0,0,1,0,0,0
Zookeeper,ZooKeeper 3.1.0-rc3 release.ssgit-svn-id: https://svn.apache.org/repos/asf/hadoop/zookeeper/tags/release-3.1.0-rc3@741739 13f79535-47bb-0310-9956-ffa450edef68s,ZOOKEEPER 3,,,,,,,58ef491bdfe6df4dec35292d,,0,0,0,0,0,0,1,0,0
log4j,Bugzilla 30425: tests used old name for Jetty Server class.ssPR:sObtained from:sSubmitted by:sReviewed by:sssgit-svn-id: https://svn.apache.org/repos/asf/logging/log4j/trunk@311044 13f79535-47bb-0310-9956-ffa450edef68s,,,tests build problem,In jetty 4.2.21 it appears as though org.mortbay.jetty.plus.Server is now\norg.mortbay.jetty.Server. A file in the tests/src tree uses the old package name\nwhich prevents the tests from building.,Bug,58e7a198149d3275c027ddd7,tests/src/java/org/apache/log4j/selector/PassByJNDI.java||tests/README||docs/HISTORY.txt,58c8ec1ea2ce4439263a19f9,BugFix,1,0,0,0,1,0,0,0,0
velocity,tweak...sssgit-svn-id: https://svn.apache.org/repos/asf/jakarta/velocity/trunk@75187 13f79535-47bb-0310-9956-ffa450edef68s,,,,,,,contrib/tools/ultraedit/README.txt,58c9ef47c8fb89207acbcf82,,0,0,0,0,1,0,1,0,0
CommonsMath,Add an optimized dotProduct to OpenMapRealVector.sSlightly modified from contribution by Jake Mannix.sJIRA: MATH-317sssgit-svn-id: https://svn.apache.org/repos/asf/commons/proper/math/trunk@890159 13f79535-47bb-0310-9956-ffa450edef68s,MATH-317,MATH-317,Perf improvement: OpenMapRealVector should iterate over smaller of two OMRVss and should call ArrayRealVector.getDataRef() when possible,In RealVector methods which take other RealVector parameterss OpenMapRealVector should check to see which vector has more entriess and iterate over the smaller of the twos when possible.  When the other vector is an ArrayRealVectors it should be explicitly cast to thiss and getDataRef() should be calleds to avoid an unnecessary and possibly large array copy.,Improvement,58c1192411e1802cacc26dc1,src/main/java/org/apache/commons/math/linear/OpenMapRealVector.java||src/main/java/org/apache/commons/math/linear/AbstractRealVector.java,58bfd7b73cff546cc7b43c7b,,0,0,0,0,1,0,1,0,0
oisafe,OI Safe: removed up/down swipe from PassView because it caused problems when the view actually needed to scroll up or down. Fixes issue 325.ssgit-svn-id: https://openintents.googlecode.com/svn/trunk@3184 72b678ce-9140-0410-bee8-679b907dd61as,325,,,,,,Safe/src/org/openintents/safe/SimpleGestureFilter.java||Safe/src/org/openintents/safe/PassView.java||Safe/AndroidManifest.xml||Safe/readme.txt||Safe/res/raw/recent_changes.txt,58c89235cba9df19623b5a47,,1,0,0,0,1,1,0,0,0
ant-ivy,add more log during conflict resolutionssgit-svn-id: https://svn.apache.org/repos/asf/incubator/ivy/trunk@484207 13f79535-47bb-0310-9956-ffa450edef68s,,,,,,,src/java/fr/jayasoft/ivy/Ivy.java,58c898f3c03bb43519bcb590,,0,0,0,0,0,0,1,0,0
Zookeeper,ZOOKEEPER-1584. Adding mvn-install target for deploying the zookeeper artifacts to .m2 repository (Ashish Singh via phunt)ssgit-svn-id: https://svn.apache.org/repos/asf/zookeeper/trunk@1422167 13f79535-47bb-0310-9956-ffa450edef68s,ZOOKEEPER-1584,ZOOKEEPER-1584,Adding mvn-install target for deploying the zookeeper artifacts to .m2 repository.,mvn install functionality for zookeeper distribution artifacts to .m2 is not present.,Improvement,58bfcf4f0ccb2667fe2703df,build.xml||CHANGES.txt,58b938b3f04620b397fcd03b,,0,0,0,0,1,1,0,0,0
oisafe,OI Safe: various layout updatesssgit-svn-id: https://openintents.googlecode.com/svn/trunk@4071 72b678ce-9140-0410-bee8-679b907dd61as,,,,,,,Safe/res/layout/pass_gen.xml||Safe/res/layout/pass_edit.xml||Safe/res/layout/pass_row.xml||Safe/res/layout/pass_view.xml,58c89234cba9df19673b59c7,,0,0,0,0,0,0,1,0,0
